profile,level,total_demand_vph,seed,policy,mean_wait,p50_wait,p95_wait,max_wait,mean_queue,max_queue,throughput_vph,residual_queue,n_vehicles
balanced,0.6,769.0,20,relay,6.1607,6.0,13.0,18.5,1.2527,8,727.2,2,305
balanced,0.6,769.0,20,fixed_equal,9.8443,8.5,23.0,25.0,2.0017,8,727.2,2,305
balanced,0.6,769.0,20,fixed_webster,9.8393,8.5,21.0,22.5,2.0013,7,727.2,3,305
balanced,0.6,769.0,21,relay,6.6729,6.0,14.0,19.0,1.436,9,775.2,1,321
balanced,0.6,769.0,21,fixed_equal,10.8832,10.0,23.5,25.5,2.3533,14,775.2,2,321
balanced,0.6,769.0,21,fixed_webster,10.0607,9.5,21.0,23.0,2.1663,10,775.2,1,321
balanced,0.6,769.0,22,relay,6.0285,6.0,14.0,17.0,1.2713,6,760.8,0,316
balanced,0.6,769.0,22,fixed_equal,10.3766,9.0,23.5,25.0,2.1967,8,756.0,2,316
balanced,0.6,769.0,22,fixed_webster,9.8513,9.5,21.0,28.0,2.076,8,751.2,4,316
balanced,0.6,769.0,23,relay,6.2009,6.0,13.0,18.0,1.4097,7,813.6,2,341
balanced,0.6,769.0,23,fixed_equal,10.8094,10.0,23.5,25.5,2.4573,10,813.6,2,341
balanced,0.6,769.0,23,fixed_webster,9.9501,9.5,21.0,22.5,2.2627,7,813.6,3,341
balanced,0.6,769.0,24,relay,5.5887,6.0,12.5,19.0,1.095,6,703.2,1,293
balanced,0.6,769.0,24,fixed_equal,10.302,9.5,23.5,25.0,2.0237,8,708.0,1,293
balanced,0.6,769.0,24,fixed_webster,9.0427,8.5,20.5,22.5,1.7783,7,708.0,1,293
balanced,0.6,769.0,25,relay,5.6933,6.0,12.0,15.5,1.2447,5,789.6,0,326
balanced,0.6,769.0,25,fixed_equal,10.2025,9.5,23.5,25.0,2.2387,7,780.0,3,326
balanced,0.6,769.0,25,fixed_webster,9.3696,8.5,21.0,23.0,2.058,9,792.0,0,326
balanced,0.6,769.0,26,relay,6.5383,6.0,13.5,20.0,1.263,6,698.4,1,287
balanced,0.6,769.0,26,fixed_equal,11.1237,11.0,23.5,34.0,2.163,9,700.8,1,287
balanced,0.6,769.0,26,fixed_webster,10.1655,10.0,21.0,33.5,1.9637,9,698.4,2,287
balanced,0.6,769.0,27,relay,6.2972,6.0,13.5,17.5,1.3393,7,770.4,0,318
balanced,0.6,769.0,27,fixed_equal,9.8632,8.5,23.0,24.5,2.1117,9,765.6,1,318
balanced,0.6,769.0,27,fixed_webster,10.1368,10.0,21.0,23.0,2.1573,8,770.4,2,318
balanced,0.6,769.0,28,relay,5.8267,6.0,12.5,15.5,1.2843,7,796.8,0,329
balanced,0.6,769.0,28,fixed_equal,10.8222,10.5,23.5,24.5,2.3897,8,801.6,1,329
balanced,0.6,769.0,28,fixed_webster,9.1064,8.5,21.0,23.0,2.0093,7,789.6,3,329
balanced,0.6,769.0,29,relay,6.0887,6.0,13.5,19.0,1.334,8,787.2,2,327
balanced,0.6,769.0,29,fixed_equal,10.263,9.0,23.5,24.0,2.2523,9,789.6,2,327
balanced,0.6,769.0,29,fixed_webster,10.4144,10.0,21.0,29.0,2.3057,11,792.0,2,327
balanced,0.8,1025.3,0,relay,6.5859,6.0,14.0,20.0,1.8397,9,988.8,7,419
balanced,0.8,1025.3,0,fixed_equal,10.4511,9.0,23.5,26.5,2.93,10,991.2,7,419
balanced,0.8,1025.3,0,fixed_webster,10.3234,9.0,21.0,33.5,2.887,12,986.4,11,419
balanced,0.8,1025.3,1,relay,6.6433,6.0,15.0,22.5,1.9483,8,1053.6,1,436
balanced,0.8,1025.3,1,fixed_equal,10.3865,9.5,23.5,28.0,3.0447,11,1056.0,2,436
balanced,0.8,1025.3,1,fixed_webster,10.6881,10.5,21.0,28.5,3.1297,11,1051.2,3,436
balanced,0.8,1025.3,2,relay,6.4029,6.0,13.5,17.5,1.7737,7,991.2,2,412
balanced,0.8,1025.3,2,fixed_equal,11.0546,10.5,23.5,25.5,3.048,8,991.2,2,412
balanced,0.8,1025.3,2,fixed_webster,10.0534,9.5,21.0,26.5,2.7847,9,986.4,4,412
balanced,0.8,1025.3,3,relay,6.8097,6.0,15.0,22.5,2.0157,8,1060.8,2,444
balanced,0.8,1025.3,3,fixed_equal,10.643,10.0,23.5,26.5,3.1717,12,1065.6,2,444
balanced,0.8,1025.3,3,fixed_webster,10.509,10.5,21.0,31.0,3.116,10,1065.6,4,444
balanced,0.8,1025.3,4,relay,6.5854,6.0,13.5,22.5,1.98,7,1080.0,2,451
balanced,0.8,1025.3,4,fixed_equal,11.3248,11.5,23.5,25.5,3.427,10,1080.0,3,451
balanced,0.8,1025.3,4,fixed_webster,10.8814,11.0,21.0,31.5,3.2743,10,1080.0,3,451
balanced,0.8,1025.3,5,relay,6.5437,6.0,14.0,19.0,1.9587,7,1075.2,1,446
balanced,0.8,1025.3,5,fixed_equal,10.4383,9.5,23.5,25.0,3.1297,11,1082.4,1,446
balanced,0.8,1025.3,5,fixed_webster,10.2724,10.0,21.0,35.0,3.0673,9,1068.0,5,446
balanced,0.8,1025.3,6,relay,6.9465,6.0,15.5,22.5,2.083,10,1075.2,2,449
balanced,0.8,1025.3,6,fixed_equal,11.4766,11.5,23.5,33.0,3.437,14,1072.8,4,449
balanced,0.8,1025.3,6,fixed_webster,10.6347,10.5,21.0,37.5,3.1967,13,1077.6,3,449
balanced,0.8,1025.3,7,relay,6.5181,6.0,14.0,19.0,1.921,9,1063.2,0,441
balanced,0.8,1025.3,7,fixed_equal,11.1463,10.0,23.5,28.0,3.2983,10,1058.4,2,441
balanced,0.8,1025.3,7,fixed_webster,10.085,9.5,21.0,30.5,2.9663,11,1058.4,2,441
balanced,0.8,1025.3,8,relay,6.8991,6.0,15.5,23.5,1.9653,9,1027.2,0,426
balanced,0.8,1025.3,8,fixed_equal,10.3169,9.0,23.5,26.5,2.9513,12,1027.2,0,426
balanced,0.8,1025.3,8,fixed_webster,10.7195,10.5,21.0,30.0,3.0527,11,1029.6,2,426
balanced,0.8,1025.3,9,relay,6.8834,6.0,15.5,22.5,1.9783,8,1024.8,4,429
balanced,0.8,1025.3,9,fixed_equal,11.4417,11.0,23.5,28.5,3.29,12,1039.2,2,429
balanced,0.8,1025.3,9,fixed_webster,10.2494,10.0,21.0,29.0,2.9533,11,1024.8,6,429
balanced,0.8,1025.3,10,relay,6.0656,6.0,14.0,19.0,1.639,7,969.6,2,404
balanced,0.8,1025.3,10,fixed_equal,10.7921,10.5,23.5,24.0,2.919,11,964.8,5,404
balanced,0.8,1025.3,10,fixed_webster,10.2698,10.0,21.0,24.5,2.78,9,967.2,5,404
balanced,0.8,1025.3,11,relay,6.8916,6.0,15.5,23.5,2.041,8,1065.6,1,443
balanced,0.8,1025.3,11,fixed_equal,10.8488,10.0,23.5,28.0,3.2163,12,1065.6,2,443
balanced,0.8,1025.3,11,fixed_webster,10.8093,10.5,21.0,30.5,3.1957,11,1063.2,3,443
balanced,0.8,1025.3,12,relay,6.42,6.0,13.5,25.0,1.8607,8,1036.8,2,431
balanced,0.8,1025.3,12,fixed_equal,11.7668,11.5,23.5,26.5,3.3943,12,1036.8,2,431
balanced,0.8,1025.3,12,fixed_webster,11.1508,11.0,21.0,38.5,3.233,13,1044.0,2,431
balanced,0.8,1025.3,13,relay,7.0562,6.5,14.0,20.5,2.0627,9,1053.6,0,436
balanced,0.8,1025.3,13,fixed_equal,11.2569,10.0,23.5,34.5,3.3053,13,1053.6,0,436
balanced,0.8,1025.3,13,fixed_webster,10.9495,11.0,21.5,36.5,3.196,10,1051.2,2,436
balanced,0.8,1025.3,14,relay,6.6562,6.0,14.0,19.5,1.9183,8,1034.4,2,432
balanced,0.8,1025.3,14,fixed_equal,11.1227,10.5,23.5,30.0,3.2167,9,1034.4,4,432
balanced,0.8,1025.3,14,fixed_webster,10.2512,9.5,21.0,30.5,2.963,9,1032.0,4,432
balanced,0.8,1025.3,15,relay,6.6959,6.0,14.0,18.5,2.0347,12,1060.8,3,434
balanced,0.8,1025.3,15,fixed_equal,10.6728,9.5,23.5,28.0,3.1997,16,1068.0,5,434
balanced,0.8,1025.3,15,fixed_webster,11.068,11.0,21.0,31.5,3.2473,10,1053.6,5,434
balanced,0.8,1025.3,16,relay,7.5639,7.5,15.0,23.0,2.3463,10,1108.8,4,462
balanced,0.8,1025.3,16,fixed_equal,10.2955,9.0,23.5,34.5,3.186,11,1108.8,4,462
balanced,0.8,1025.3,16,fixed_webster,10.5649,10.0,21.0,36.5,3.2893,12,1108.8,5,462
balanced,0.8,1025.3,17,relay,6.7363,6.5,14.0,19.5,2.0433,8,1082.4,4,455
balanced,0.8,1025.3,17,fixed_equal,11.0769,10.5,23.5,26.5,3.36,12,1080.0,5,455
balanced,0.8,1025.3,17,fixed_webster,10.5055,10.0,21.0,23.5,3.1893,10,1082.4,6,455
balanced,0.8,1025.3,18,relay,7.0252,6.5,15.5,26.5,2.1403,10,1089.6,3,457
balanced,0.8,1025.3,18,fixed_equal,10.9956,11.5,23.5,26.5,3.35,13,1089.6,3,457
balanced,0.8,1025.3,18,fixed_webster,9.9825,9.0,21.0,40.0,3.042,10,1082.4,7,457
balanced,0.8,1025.3,19,relay,6.6915,6.0,14.0,19.0,1.887,7,1012.8,1,423
balanced,0.8,1025.3,19,fixed_equal,10.3452,9.0,23.5,25.5,2.9177,11,1012.8,2,423
balanced,0.8,1025.3,19,fixed_webster,10.169,10.0,21.0,35.5,2.8677,8,1010.4,2,423
balanced,0.8,1025.3,20,relay,6.7531,6.0,14.5,19.5,1.7987,8,957.6,1,399
balanced,0.8,1025.3,20,fixed_equal,11.1892,10.5,23.5,25.5,2.9763,11,943.2,6,399
balanced,0.8,1025.3,20,fixed_webster,10.5501,10.5,21.0,37.5,2.819,11,962.4,2,399
balanced,0.8,1025.3,21,relay,7.3712,6.5,16.5,22.5,2.2767,14,1108.8,2,462
balanced,0.8,1025.3,21,fixed_equal,11.0173,10.5,23.5,27.0,3.41,12,1118.4,2,462
balanced,0.8,1025.3,21,fixed_webster,10.9903,10.5,22.5,30.5,3.3983,14,1099.2,7,462
balanced,0.8,1025.3,22,relay,6.2357,6.0,13.5,19.0,1.82,7,1048.8,1,437
balanced,0.8,1025.3,22,fixed_equal,10.7403,10.5,23.5,25.0,3.1523,9,1048.8,4,437
balanced,0.8,1025.3,22,fixed_webster,10.8284,11.5,21.0,29.5,3.1683,9,1056.0,1,437
balanced,0.8,1025.3,23,relay,6.9261,6.0,14.5,29.0,2.1297,9,1087.2,9,460
balanced,0.8,1025.3,23,fixed_equal,11.4087,11.0,23.5,47.5,3.4997,13,1080.0,12,460
balanced,0.8,1025.3,23,fixed_webster,10.6054,10.0,21.0,29.5,3.265,12,1084.8,12,460
balanced,0.8,1025.3,24,relay,6.491,6.0,13.5,21.0,1.6963,9,940.8,1,391
balanced,0.8,1025.3,24,fixed_equal,11.2532,11.0,23.5,26.0,2.947,9,940.8,4,391
balanced,0.8,1025.3,24,fixed_webster,10.2327,9.5,21.0,35.0,2.71,9,948.0,2,391
balanced,0.8,1025.3,25,relay,6.9863,6.0,15.0,19.5,2.0407,7,1051.2,1,438
balanced,0.8,1025.3,25,fixed_equal,10.347,9.0,23.5,25.0,3.043,11,1056.0,1,438
balanced,0.8,1025.3,25,fixed_webster,10.2215,10.0,21.0,31.5,2.988,10,1053.6,2,438
balanced,0.8,1025.3,26,relay,6.687,6.0,13.5,21.5,1.7797,8,955.2,1,393
balanced,0.8,1025.3,26,fixed_equal,10.8766,10.5,23.5,26.0,2.8983,11,962.4,3,393
balanced,0.8,1025.3,26,fixed_webster,9.916,9.5,21.0,30.0,2.65,10,957.6,3,393
balanced,0.8,1025.3,27,relay,6.9463,6.0,15.5,19.5,1.9427,9,1010.4,0,419
balanced,0.8,1025.3,27,fixed_equal,10.4952,10.0,23.5,25.5,2.9547,10,1010.4,1,419
balanced,0.8,1025.3,27,fixed_webster,10.9905,11.5,21.0,30.0,3.08,10,1015.2,0,419
balanced,0.8,1025.3,28,relay,6.7725,6.0,15.0,23.5,2.067,10,1092.0,4,455
balanced,0.8,1025.3,28,fixed_equal,10.8121,10.5,23.5,38.5,3.303,11,1082.4,8,455
balanced,0.8,1025.3,28,fixed_webster,10.6077,10.5,21.0,35.0,3.2447,10,1089.6,8,455
balanced,0.8,1025.3,29,relay,6.5716,6.0,13.5,19.0,1.911,8,1044.0,1,433
balanced,0.8,1025.3,29,fixed_equal,11.0612,10.0,23.5,30.0,3.2403,12,1041.6,3,433
balanced,0.8,1025.3,29,fixed_webster,11.306,12.0,21.0,30.0,3.28,11,1041.6,5,433
balanced,1.0,1281.6,0,relay,7.0742,6.5,16.5,22.5,2.4147,9,1216.8,5,512
balanced,1.0,1281.6,0,fixed_equal,11.1729,11.0,23.5,27.5,3.8243,12,1216.8,6,512
balanced,1.0,1281.6,0,fixed_webster,11.1025,11.0,21.5,34.0,3.7923,15,1209.6,11,512
balanced,1.0,1281.6,1,relay,7.9556,7.5,16.0,25.5,2.873,9,1293.6,3,541
balanced,1.0,1281.6,1,fixed_equal,11.5046,11.0,23.5,37.0,4.1653,12,1303.2,3,541
balanced,1.0,1281.6,1,fixed_webster,11.1423,11.0,22.0,35.5,4.0517,13,1298.4,5,541
balanced,1.0,1281.6,2,relay,7.7347,7.0,16.5,23.5,2.6927,10,1255.2,1,522
balanced,1.0,1281.6,2,fixed_equal,12.0019,12.0,23.5,27.0,4.2123,12,1250.4,5,522
balanced,1.0,1281.6,2,fixed_webster,10.9971,11.0,21.0,33.0,3.8383,13,1250.4,5,522
balanced,1.0,1281.6,3,relay,7.4403,6.5,15.5,21.0,2.6607,11,1286.4,2,536
balanced,1.0,1281.6,3,fixed_equal,11.3162,10.5,23.5,30.0,4.0763,12,1276.8,7,536
balanced,1.0,1281.6,3,fixed_webster,10.7425,10.5,21.0,37.0,3.847,13,1288.8,4,536
balanced,1.0,1281.6,4,relay,7.4625,6.5,16.0,21.5,2.724,8,1315.2,1,547
balanced,1.0,1281.6,4,fixed_equal,11.3035,11.0,23.5,34.5,4.1337,10,1315.2,2,547
balanced,1.0,1281.6,4,fixed_webster,11.3464,11.5,21.5,34.0,4.1537,11,1317.6,3,547
balanced,1.0,1281.6,5,relay,7.8253,7.5,16.5,22.0,2.9363,10,1351.2,1,561
balanced,1.0,1281.6,5,fixed_equal,11.2647,11.0,23.5,32.5,4.2383,12,1341.6,7,561
balanced,1.0,1281.6,5,fixed_webster,11.1471,10.5,21.5,39.0,4.1807,11,1348.8,4,561
balanced,1.0,1281.6,6,relay,7.5842,6.5,17.0,32.5,2.8267,10,1332.0,5,558
balanced,1.0,1281.6,6,fixed_equal,11.8011,11.5,24.0,46.0,4.3943,15,1336.8,5,558
balanced,1.0,1281.6,6,fixed_webster,11.6514,11.0,22.5,41.0,4.359,14,1339.2,5,558
balanced,1.0,1281.6,7,relay,7.3467,7.0,15.5,21.0,2.6357,10,1293.6,1,538
balanced,1.0,1281.6,7,fixed_equal,11.224,11.0,23.5,32.0,4.047,12,1284.0,5,538
balanced,1.0,1281.6,7,fixed_webster,10.8504,10.5,22.0,32.5,3.8933,11,1291.2,2,538
balanced,1.0,1281.6,8,relay,7.5716,7.0,16.5,25.0,2.6983,11,1276.8,3,531
balanced,1.0,1281.6,8,fixed_equal,12.0273,11.5,24.0,46.5,4.293,13,1276.8,5,531
balanced,1.0,1281.6,8,fixed_webster,11.2919,11.0,22.5,36.5,4.0327,12,1281.6,5,531
balanced,1.0,1281.6,9,relay,7.7114,7.0,16.0,26.0,2.7803,9,1293.6,2,537
balanced,1.0,1281.6,9,fixed_equal,11.3389,11.0,23.5,30.5,4.0837,12,1286.4,6,537
balanced,1.0,1281.6,9,fixed_webster,11.2886,11.0,22.0,34.0,4.0547,11,1286.4,4,537
balanced,1.0,1281.6,10,relay,7.496,7.0,15.5,22.5,2.5327,8,1204.8,5,506
balanced,1.0,1281.6,10,fixed_equal,11.1186,10.0,23.5,28.0,3.763,11,1202.4,8,506
balanced,1.0,1281.6,10,fixed_webster,10.833,10.0,21.0,37.5,3.6713,11,1219.2,3,506
balanced,1.0,1281.6,11,relay,7.7923,7.0,17.5,26.0,2.859,11,1317.6,4,549
balanced,1.0,1281.6,11,fixed_equal,11.0701,10.0,23.5,29.0,4.0733,12,1308.0,8,549
balanced,1.0,1281.6,11,fixed_webster,11.4991,11.0,22.5,37.5,4.2247,14,1308.0,9,549
balanced,1.0,1281.6,12,relay,7.8945,7.0,17.0,23.5,2.908,11,1315.2,5,550
balanced,1.0,1281.6,12,fixed_equal,11.8109,11.0,23.5,28.5,4.3667,12,1317.6,6,550
balanced,1.0,1281.6,12,fixed_webster,11.9518,12.5,22.5,35.5,4.4177,12,1315.2,10,550
balanced,1.0,1281.6,13,relay,7.9559,7.5,16.0,26.5,2.8893,11,1303.2,3,544
balanced,1.0,1281.6,13,fixed_equal,11.693,11.5,23.5,37.0,4.2723,13,1305.6,4,544
balanced,1.0,1281.6,13,fixed_webster,11.5285,11.5,22.5,33.0,4.2173,13,1305.6,7,544
balanced,1.0,1281.6,14,relay,7.3858,7.0,15.5,24.0,2.6537,9,1293.6,1,534
balanced,1.0,1281.6,14,fixed_equal,11.2303,11.0,23.5,35.5,4.0507,14,1298.4,2,534
balanced,1.0,1281.6,14,fixed_webster,11.294,11.0,21.0,38.0,4.0623,14,1291.2,4,534
balanced,1.0,1281.6,15,relay,7.5394,6.5,17.5,25.5,2.7387,11,1296.0,2,533
balanced,1.0,1281.6,15,fixed_equal,10.7486,10.0,23.5,31.5,3.9567,17,1308.0,5,533
balanced,1.0,1281.6,15,fixed_webster,11.4925,11.0,22.5,41.0,4.2293,15,1308.0,3,533
balanced,1.0,1281.6,16,relay,7.7993,7.5,15.5,22.0,2.9347,8,1346.4,4,563
balanced,1.0,1281.6,16,fixed_equal,11.1146,10.0,23.5,26.0,4.19,11,1346.4,7,563
balanced,1.0,1281.6,16,fixed_webster,11.1066,10.5,22.0,36.0,4.2067,14,1341.6,11,563
balanced,1.0,1281.6,17,relay,8.2034,7.5,18.0,29.5,3.0517,13,1334.4,2,558
balanced,1.0,1281.6,17,fixed_equal,11.8692,11.0,24.5,45.0,4.4187,14,1339.2,4,558
balanced,1.0,1281.6,17,fixed_webster,11.8862,11.5,22.5,46.5,4.435,13,1327.2,8,558
balanced,1.0,1281.6,18,relay,7.4303,6.0,17.0,30.0,2.7023,11,1310.4,0,545
balanced,1.0,1281.6,18,fixed_equal,11.1578,11.0,23.5,30.0,4.0647,14,1308.0,1,545
balanced,1.0,1281.6,18,fixed_webster,11.456,11.5,21.0,35.0,4.163,13,1296.0,6,545
balanced,1.0,1281.6,19,relay,7.4857,6.5,15.5,24.0,2.625,9,1252.8,4,526
balanced,1.0,1281.6,19,fixed_equal,11.1502,10.5,23.5,32.5,3.911,12,1257.6,4,526
balanced,1.0,1281.6,19,fixed_webster,11.4163,10.5,21.0,38.5,4.0033,12,1243.2,8,526
balanced,1.0,1281.6,20,relay,7.424,6.5,15.5,22.5,2.5453,10,1233.6,3,513
balanced,1.0,1281.6,20,fixed_equal,11.2778,10.5,23.5,34.5,3.881,13,1216.8,10,513
balanced,1.0,1281.6,20,fixed_webster,10.425,10.0,22.0,31.5,3.5843,11,1231.2,6,513
balanced,1.0,1281.6,21,relay,7.7897,7.0,18.5,26.5,2.894,12,1334.4,2,554
balanced,1.0,1281.6,21,fixed_equal,11.2455,10.5,23.5,32.5,4.189,15,1329.6,6,554
balanced,1.0,1281.6,21,fixed_webster,11.8231,11.5,23.5,37.5,4.4077,18,1341.6,4,554
balanced,1.0,1281.6,22,relay,7.7371,7.0,16.0,22.5,2.814,10,1310.4,1,542
balanced,1.0,1281.6,22,fixed_equal,11.6697,11.5,23.5,27.0,4.253,12,1305.6,3,542
balanced,1.0,1281.6,22,fixed_webster,10.8755,10.5,21.0,28.0,3.9847,10,1317.6,2,542
balanced,1.0,1281.6,23,relay,7.6779,6.5,16.5,28.0,2.9003,12,1351.2,4,565
balanced,1.0,1281.6,23,fixed_equal,12.0717,11.5,23.5,42.0,4.559,14,1346.4,8,565
balanced,1.0,1281.6,23,fixed_webster,11.7566,11.5,22.0,38.5,4.4403,12,1348.8,6,565
balanced,1.0,1281.6,24,relay,6.7547,6.0,14.5,22.5,2.1803,10,1161.6,2,483
balanced,1.0,1281.6,24,fixed_equal,11.352,10.5,23.5,38.5,3.6887,11,1166.4,2,483
balanced,1.0,1281.6,24,fixed_webster,10.3489,10.5,21.0,38.0,3.3363,13,1159.2,4,483
balanced,1.0,1281.6,25,relay,7.4494,7.0,16.5,25.0,2.705,10,1305.6,2,544
balanced,1.0,1281.6,25,fixed_equal,11.3925,11.0,23.5,34.0,4.1333,13,1300.8,4,544
balanced,1.0,1281.6,25,fixed_webster,11.1783,11.0,22.0,37.0,4.0573,13,1308.0,2,544
balanced,1.0,1281.6,26,relay,6.7564,6.0,15.0,19.5,2.302,9,1216.8,3,505
balanced,1.0,1281.6,26,fixed_equal,11.4931,10.5,23.5,37.0,3.9043,11,1216.8,6,505
balanced,1.0,1281.6,26,fixed_webster,10.8446,11.0,21.5,28.5,3.6957,11,1219.2,6,505
balanced,1.0,1281.6,27,relay,7.6203,7.0,17.0,29.0,2.733,12,1291.2,1,536
balanced,1.0,1281.6,27,fixed_equal,11.5065,11.0,23.5,30.5,4.1373,12,1288.8,4,536
balanced,1.0,1281.6,27,fixed_webster,10.1334,9.5,21.0,32.5,3.64,12,1288.8,5,536
balanced,1.0,1281.6,28,relay,7.1685,6.0,16.0,23.5,2.6617,13,1334.4,2,552
balanced,1.0,1281.6,28,fixed_equal,11.6594,12.0,23.5,29.5,4.345,15,1339.2,4,552
balanced,1.0,1281.6,28,fixed_webster,11.0127,11.0,21.0,36.0,4.087,15,1324.8,8,552
balanced,1.0,1281.6,29,relay,7.8104,7.0,16.5,20.5,2.8523,11,1312.8,1,546
balanced,1.0,1281.6,29,fixed_equal,11.0678,11.0,23.5,33.5,4.037,12,1308.0,5,546
balanced,1.0,1281.6,29,fixed_webster,10.9991,10.5,21.0,33.5,4.0263,12,1308.0,4,546
balanced,1.2,1537.9,0,relay,7.9975,7.5,18.0,23.5,3.2487,11,1456.8,3,608
balanced,1.2,1537.9,0,fixed_equal,12.7138,12.5,24.0,42.5,5.1657,14,1456.8,4,608
balanced,1.2,1537.9,0,fixed_webster,11.9622,11.5,22.5,43.5,4.856,15,1442.4,8,608
balanced,1.2,1537.9,1,relay,8.4444,7.5,18.0,29.5,3.6033,13,1533.6,2,638
balanced,1.2,1537.9,1,fixed_equal,12.9898,13.0,25.0,39.5,5.5587,14,1526.4,7,638
balanced,1.2,1537.9,1,fixed_webster,12.2139,12.0,23.5,46.5,5.228,15,1533.6,3,638
balanced,1.2,1537.9,2,relay,8.5833,8.5,17.5,24.5,3.6523,10,1514.4,8,636
balanced,1.2,1537.9,2,fixed_equal,11.4583,11.5,23.5,29.0,4.8813,13,1519.2,9,636
balanced,1.2,1537.9,2,fixed_webster,11.5763,11.5,22.0,29.0,4.9387,13,1521.6,7,636
balanced,1.2,1537.9,3,relay,8.0593,7.5,17.0,25.0,3.4943,13,1552.8,4,649
balanced,1.2,1537.9,3,fixed_equal,11.7804,12.0,23.5,27.5,5.1093,17,1548.0,7,649
balanced,1.2,1537.9,3,fixed_webster,10.4245,9.5,21.5,31.5,4.5337,16,1550.4,6,649
balanced,1.2,1537.9,4,relay,8.0979,7.5,17.5,27.5,3.421,13,1514.4,3,633
balanced,1.2,1537.9,4,fixed_equal,11.8981,11.5,23.5,30.5,5.032,15,1516.8,3,633
balanced,1.2,1537.9,4,fixed_webster,12.5024,12.5,22.5,38.0,5.2833,15,1507.2,6,633
balanced,1.2,1537.9,5,relay,8.264,7.5,18.5,23.0,3.6657,11,1588.8,4,661
balanced,1.2,1537.9,5,fixed_equal,11.4312,10.5,23.5,31.0,5.0677,13,1591.2,6,661
balanced,1.2,1537.9,5,fixed_webster,10.9955,11.0,21.5,35.0,4.872,13,1588.8,5,661
balanced,1.2,1537.9,6,relay,8.9227,8.0,20.0,34.0,3.944,13,1588.8,2,660
balanced,1.2,1537.9,6,fixed_equal,11.7606,10.5,24.0,36.5,5.2017,14,1586.4,4,660
balanced,1.2,1537.9,6,fixed_webster,12.8121,13.5,26.0,45.5,5.654,15,1576.8,6,660
balanced,1.2,1537.9,7,relay,7.7177,7.0,17.5,22.5,3.2623,10,1516.8,3,634
balanced,1.2,1537.9,7,fixed_equal,11.3107,10.5,23.5,30.0,4.781,13,1514.4,4,634
balanced,1.2,1537.9,7,fixed_webster,11.3344,11.5,21.5,30.5,4.7907,14,1512.0,5,634
balanced,1.2,1537.9,8,relay,8.6122,8.0,19.0,30.0,3.688,11,1531.2,5,637
balanced,1.2,1537.9,8,fixed_equal,11.7323,11.5,24.0,38.5,5.0453,14,1533.6,7,637
balanced,1.2,1537.9,8,fixed_webster,12.1146,12.0,23.0,40.0,5.198,17,1526.4,8,637
balanced,1.2,1537.9,9,relay,8.3395,8.0,17.5,25.0,3.617,11,1557.6,3,648
balanced,1.2,1537.9,9,fixed_equal,12.1636,12.0,24.0,40.5,5.2897,15,1552.8,6,648
balanced,1.2,1537.9,9,fixed_webster,12.3256,12.5,23.5,47.0,5.365,14,1560.0,4,648
balanced,1.2,1537.9,10,relay,8.7314,8.0,18.0,27.0,3.609,11,1488.0,1,618
balanced,1.2,1537.9,10,fixed_equal,12.4345,12.0,24.0,36.0,5.138,14,1483.2,4,618
balanced,1.2,1537.9,10,fixed_webster,11.4142,11.0,21.5,38.0,4.7107,12,1483.2,2,618
balanced,1.2,1537.9,11,relay,9.051,8.5,18.5,26.0,3.9343,13,1564.8,0,647
balanced,1.2,1537.9,11,fixed_equal,11.7968,11.0,23.5,42.5,5.148,16,1560.0,3,647
balanced,1.2,1537.9,11,fixed_webster,11.8509,11.5,22.5,37.5,5.1767,18,1564.8,2,647
balanced,1.2,1537.9,12,relay,8.7496,8.0,19.0,28.0,3.7793,11,1540.8,7,645
balanced,1.2,1537.9,12,fixed_equal,12.3791,12.5,24.0,38.5,5.3653,14,1536.0,13,645
balanced,1.2,1537.9,12,fixed_webster,12.6302,12.5,23.0,35.0,5.4573,14,1536.0,10,645
balanced,1.2,1537.9,13,relay,8.1215,7.5,16.5,24.5,3.647,11,1605.6,6,671
balanced,1.2,1537.9,13,fixed_equal,12.6766,13.0,24.5,38.0,5.691,14,1610.4,7,671
balanced,1.2,1537.9,13,fixed_webster,11.9814,11.5,23.5,40.5,5.3773,13,1598.4,9,671
balanced,1.2,1537.9,14,relay,8.3825,8.0,19.0,26.5,3.5533,12,1521.6,2,630
balanced,1.2,1537.9,14,fixed_equal,12.1429,12.0,24.0,32.5,5.1393,16,1524.0,3,630
balanced,1.2,1537.9,14,fixed_webster,12.0373,12.0,22.5,34.5,5.0877,15,1512.0,5,630
balanced,1.2,1537.9,15,relay,8.0674,7.5,17.5,25.5,3.4123,14,1497.6,4,616
balanced,1.2,1537.9,15,fixed_equal,11.9862,11.5,23.5,34.0,4.9903,15,1495.2,5,616
balanced,1.2,1537.9,15,fixed_webster,12.3344,12.0,23.0,38.0,5.1233,16,1490.4,6,616
balanced,1.2,1537.9,16,relay,9.0088,8.5,19.5,24.5,4.1403,11,1653.6,2,684
balanced,1.2,1537.9,16,fixed_equal,12.0256,11.5,23.5,38.5,5.514,14,1656.0,1,684
balanced,1.2,1537.9,16,fixed_webster,11.5439,11.5,22.5,31.0,5.3013,13,1651.2,2,684
balanced,1.2,1537.9,17,relay,8.8478,8.0,19.0,31.5,3.8163,14,1550.4,1,647
balanced,1.2,1537.9,17,fixed_equal,12.7388,13.0,25.5,38.5,5.4967,15,1552.8,3,647
